,date,bike_place,bike
704,2019-12-06,50,690
705,2019-12-07,50,690
706,2019-12-08,50,690
707,2019-12-09,50,690
708,2019-12-10,50,690
709,2019-12-11,50,690
710,2019-12-12,50,690
711,2019-12-13,50,690
712,2019-12-14,50,690
713,2019-12-15,50,690
714,2019-12-16,50,690
715,2019-12-17,50,690
716,2019-12-18,50,690
717,2019-12-19,50,690
718,2019-12-20,50,690
719,2019-12-21,50,690
720,2019-12-22,50,690
721,2019-12-23,50,690
722,2019-12-24,50,690
723,2019-12-25,50,690
724,2019-12-26,50,690
725,2019-12-27,50,690
726,2019-12-28,50,690
727,2019-12-29,50,690
728,2019-12-30,50,690
729,2019-12-31,50,690
730,2020-01-01,50,690
731,2020-01-02,50,690
732,2020-01-03,50,690
733,2020-01-04,50,690
734,2020-01-05,50,690
735,2020-01-06,50,690
736,2020-01-07,50,690
737,2020-01-08,50,690
738,2020-01-09,50,690
739,2020-01-10,50,690
740,2020-01-11,50,690
741,2020-01-12,50,690
742,2020-01-13,50,690
743,2020-01-14,50,690
744,2020-01-15,50,690
745,2020-01-16,50,690
746,2020-01-17,50,690
747,2020-01-18,50,690
748,2020-01-19,50,690
749,2020-01-20,50,690
750,2020-01-21,50,690
751,2020-01-22,50,690
752,2020-01-23,50,690
753,2020-01-24,50,690
754,2020-01-25,50,690
755,2020-01-26,50,690
756,2020-01-27,50,690
757,2020-01-28,50,690
758,2020-01-29,50,690
759,2020-01-30,50,690
760,2020-01-31,50,690
761,2020-02-01,50,690
762,2020-02-02,50,690
763,2020-02-03,50,690
764,2020-02-04,50,690
765,2020-02-05,50,690
766,2020-02-06,50,690
767,2020-02-07,50,690
768,2020-02-08,50,690
769,2020-02-09,50,690
770,2020-02-10,50,690
771,2020-02-11,50,690
772,2020-02-12,50,690
773,2020-02-13,50,690
774,2020-02-14,50,690
775,2020-02-15,50,690
776,2020-02-16,50,690
777,2020-02-17,50,690
778,2020-02-18,50,690
779,2020-02-19,50,690
780,2020-02-20,50,690
781,2020-02-21,50,690
782,2020-02-22,50,690
783,2020-02-23,50,690
784,2020-02-24,50,690
785,2020-02-25,50,690
786,2020-02-26,50,690
787,2020-02-27,50,690
788,2020-02-28,50,690
789,2020-02-29,50,690
790,2020-03-01,50,690
791,2020-03-02,50,690
792,2020-03-03,50,690
793,2020-03-04,50,690
794,2020-03-05,50,690
795,2020-03-06,50,690
796,2020-03-07,50,690
797,2020-03-08,50,690
798,2020-03-09,50,690
799,2020-03-10,50,690
800,2020-03-11,50,690
801,2020-03-12,50,690
802,2020-03-13,50,690
803,2020-03-14,50,690
804,2020-03-15,50,690
805,2020-03-16,50,690
806,2020-03-17,50,690
807,2020-03-18,50,690
808,2020-03-19,50,690
