,date,bike_place,bike
906,2020-06-25,71,861
907,2020-06-26,71,861
908,2020-06-27,71,861
909,2020-06-28,71,861
910,2020-06-29,71,861
911,2020-06-30,71,861
912,2020-07-01,71,861
913,2020-07-02,71,861
914,2020-07-03,72,868
915,2020-07-04,72,868
916,2020-07-05,72,868
917,2020-07-06,72,868
918,2020-07-07,72,868
919,2020-07-08,72,868
920,2020-07-09,72,868
921,2020-07-10,72,868
922,2020-07-11,72,868
923,2020-07-12,72,868
924,2020-07-13,72,868
925,2020-07-14,72,868
926,2020-07-15,72,868
927,2020-07-16,72,868
928,2020-07-17,72,868
929,2020-07-18,72,868
930,2020-07-19,72,868
931,2020-07-20,72,868
932,2020-07-21,72,868
933,2020-07-22,72,868
934,2020-07-23,72,868
935,2020-07-24,72,868
936,2020-07-25,72,868
937,2020-07-26,72,868
938,2020-07-27,72,868
939,2020-07-28,72,868
940,2020-07-29,72,868
941,2020-07-30,72,868
942,2020-07-31,72,868
943,2020-08-01,72,868
944,2020-08-02,72,868
945,2020-08-03,72,868
946,2020-08-04,72,868
947,2020-08-05,72,868
948,2020-08-06,72,868
949,2020-08-07,72,868
950,2020-08-08,72,868
951,2020-08-09,72,868
952,2020-08-10,72,868
953,2020-08-11,72,868
954,2020-08-12,72,868
955,2020-08-13,72,868
956,2020-08-14,72,868
957,2020-08-15,72,868
958,2020-08-16,72,868
959,2020-08-17,72,868
960,2020-08-18,72,868
961,2020-08-19,72,868
962,2020-08-20,72,868
963,2020-08-21,72,868
964,2020-08-22,72,868
965,2020-08-23,72,868
966,2020-08-24,72,868
967,2020-08-25,72,868
968,2020-08-26,72,868
969,2020-08-27,72,868
970,2020-08-28,72,868
971,2020-08-29,72,868
972,2020-08-30,72,868
973,2020-08-31,72,868
974,2020-09-01,72,868
975,2020-09-02,72,868
976,2020-09-03,72,868
977,2020-09-04,72,868
978,2020-09-05,72,868
979,2020-09-06,72,868
980,2020-09-07,72,868
981,2020-09-08,72,868
982,2020-09-09,72,868
983,2020-09-10,72,868
984,2020-09-11,72,868
985,2020-09-12,72,868
986,2020-09-13,72,868
987,2020-09-14,72,868
988,2020-09-15,72,868
989,2020-09-16,72,868
990,2020-09-17,72,868
991,2020-09-18,72,868
992,2020-09-19,72,868
993,2020-09-20,72,868
994,2020-09-21,72,868
995,2020-09-22,72,868
996,2020-09-23,72,868
997,2020-09-24,72,868
998,2020-09-25,72,868
